keyindex,year,topic,category,count,countall,color
1486,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1487,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1488,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1489,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1490,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1491,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1492,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1493,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1494,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1495,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1496,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1497,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1498,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1499,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1500,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1501,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1502,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1503,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1504,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1505,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1506,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1507,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1508,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1509,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1510,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1511,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1512,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1513,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1514,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1515,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1516,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1517,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1518,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1519,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1520,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1521,2020,BLM Defunding Police,Homeland Security,41,41,#efc3d6
1522,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1523,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1524,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1525,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1526,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1527,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1528,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1529,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1530,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1531,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1532,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1533,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1534,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1535,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1536,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1537,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1538,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1539,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1540,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1541,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1542,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1543,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1544,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1545,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1546,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1547,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1548,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1549,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1550,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1551,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1552,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1553,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1554,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1555,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1556,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1557,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1558,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1559,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1560,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1561,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1562,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1563,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1564,2020,BLM Police Protest,Homeland Security,43,43,#ffadaf
1565,2020,Coronavirus,Health,51,51,#fcc593
1566,2020,Coronavirus,Health,51,51,#fcc593
1567,2020,Coronavirus,Health,51,51,#fcc593
1568,2020,Coronavirus,Health,51,51,#fcc593
1569,2020,Coronavirus,Health,51,51,#fcc593
1570,2020,Coronavirus,Health,51,51,#fcc593
1571,2020,Coronavirus,Health,51,51,#fcc593
1572,2020,Coronavirus,Health,51,51,#fcc593
1573,2020,Coronavirus,Health,51,51,#fcc593
1574,2020,Coronavirus,Health,51,51,#fcc593
1575,2020,Coronavirus,Health,51,51,#fcc593
1576,2020,Coronavirus,Health,51,51,#fcc593
1577,2020,Coronavirus,Health,51,51,#fcc593
1578,2020,Coronavirus,Health,51,51,#fcc593
1579,2020,Coronavirus,Health,51,51,#fcc593
1580,2020,Coronavirus,Health,51,51,#fcc593
1581,2020,Coronavirus,Health,51,51,#fcc593
1582,2020,Coronavirus,Health,51,51,#fcc593
1583,2020,Coronavirus,Health,51,51,#fcc593
1584,2020,Coronavirus,Health,51,51,#fcc593
1585,2020,Coronavirus,Health,51,51,#fcc593
1586,2020,Coronavirus,Health,51,51,#fcc593
1587,2020,Coronavirus,Health,51,51,#fcc593
1588,2020,Coronavirus,Health,51,51,#fcc593
1589,2020,Coronavirus,Health,51,51,#fcc593
1590,2020,Coronavirus,Health,51,51,#fcc593
1591,2020,Coronavirus,Health,51,51,#fcc593
1592,2020,Coronavirus,Health,51,51,#fcc593
1593,2020,Coronavirus,Health,51,51,#fcc593
1594,2020,Coronavirus,Health,51,51,#fcc593
1595,2020,Coronavirus,Health,51,51,#fcc593
1596,2020,Coronavirus,Health,51,51,#fcc593
1597,2020,Coronavirus,Health,51,51,#fcc593
1598,2020,Coronavirus,Health,51,51,#fcc593
1599,2020,Coronavirus,Health,51,51,#fcc593
1600,2020,Coronavirus,Health,51,51,#fcc593
1601,2020,Coronavirus,Health,51,51,#fcc593
1602,2020,Coronavirus,Health,51,51,#fcc593
1603,2020,Coronavirus,Health,51,51,#fcc593
1604,2020,Coronavirus,Health,51,51,#fcc593
1605,2020,Coronavirus,Health,51,51,#fcc593
1606,2020,Coronavirus,Health,51,51,#fcc593
1607,2020,Coronavirus,Health,51,51,#fcc593
1608,2020,Coronavirus,Health,51,51,#fcc593
1609,2020,Coronavirus,Health,51,51,#fcc593
1610,2020,Coronavirus,Health,51,51,#fcc593
1611,2020,Coronavirus,Health,51,51,#fcc593
1612,2020,Coronavirus,Health,51,51,#fcc593
1613,2020,Coronavirus,Health,51,51,#fcc593
1614,2020,Coronavirus,Health,51,51,#fcc593
1615,2020,Coronavirus,Health,51,51,#fcc593
